sku_id,category,current_price,cost,optimal_price,price_change_pct,current_units,predicted_units_at_optimal,current_profit,optimal_profit_estimate,predicted_elasticity,profit_lift_pct
SKU-004121,Footwear,123.11,69.67,137.88,12.0,927,767.0,49538.88,52319.35,-1.672,5.612702588350804
SKU-004113,Footwear,78.14,43.94,87.52,12.0,568,469.1,19425.6,20442.1,-1.688,5.232785602503909
SKU-004111,Footwear,160.71,105.41,180.0,12.0,713,572.7,39428.9,42715.24,-1.933,8.334850832764795
SKU-004110,Footwear,58.51,40.03,65.53,12.0,925,770.8,17094.0,19655.33,-1.61,14.983795483795493
SKU-004109,Footwear,31.11,21.3,34.84,12.0,1055,843.5,10349.55,11423.81,-1.974,10.379774966061328
SKU-004108,Footwear,79.48,39.04,89.02,12.0,174,143.1,7036.56,7152.35,-1.724,1.6455483929647352
SKU-004107,Footwear,14.63,8.23,16.39,12.0,161,135.9,1030.4,1107.97,-1.499,7.528144409937876
SKU-004106,Footwear,61.78,35.94,69.19,12.0,947,787.4,24470.48,26184.41,-1.628,7.0040718449331685
SKU-004105,Footwear,151.38,97.11,169.55,12.0,734,608.5,39834.18,44076.24,-1.655,10.649296659301122
SKU-004112,Footwear,27.39,14.46,30.68,12.0,295,238.8,3814.35,3873.24,-1.863,1.5439065633725324
SKU-004104,Footwear,159.92,97.67,179.11,12.0,773,638.0,48119.25,51960.9,-1.693,7.9836032357112785
SKU-004122,Footwear,153.64,94.63,172.08,12.0,777,635.7,45850.77,49231.87,-1.771,7.374140063514756
SKU-004124,Footwear,35.71,17.22,40.0,12.0,308,253.7,5694.92,5778.64,-1.71,1.470082108264914
SKU-004140,Footwear,139.0,78.14,155.68,12.0,289,239.5,17588.54,18573.9,-1.656,5.602284214607933
SKU-004139,Footwear,71.71,42.09,80.32,12.0,168,139.5,4976.16,5332.11,-1.641,7.15310600945307
SKU-004138,Footwear,56.29,34.6,63.04,12.0,583,478.7,12645.27,13617.92,-1.738,7.691808873990036
SKU-004137,Footwear,177.35,97.07,198.63,12.0,315,263.4,25288.2,26755.35,-1.577,5.8017177972334855
SKU-004136,Footwear,173.59,107.36,194.42,12.0,522,426.2,34572.06,37102.98,-1.79,7.320709266384484
SKU-004135,Footwear,90.19,55.59,101.01,12.0,236,198.0,8165.6,8991.83,-1.551,10.118423630841566
SKU-004134,Footwear,117.26,70.72,131.33,12.0,236,193.1,10983.44,11704.27,-1.77,6.562880117704473
SKU-004123,Footwear,161.62,95.63,181.01,12.0,838,704.0,55299.62,60109.49,-1.538,8.697835536663723
SKU-004133,Footwear,137.68,72.03,154.2,12.0,161,130.5,10569.65,10724.54,-1.852,1.4654222230632064
SKU-004131,Footwear,152.72,66.77,147.25,-3.58,672,718.3,57758.4,57813.9,-1.829,0.09608991938834244
SKU-004130,Footwear,13.96,8.04,15.64,12.0,89,72.3,526.88,549.12,-1.834,4.221075007591857
SKU-004129,Footwear,76.99,52.43,86.23,12.0,862,717.9,21170.72,24264.18,-1.614,14.61197351814203
SKU-004128,Footwear,120.78,68.8,135.27,12.0,763,628.2,39660.74,41759.32,-1.715,5.291328401840212
SKU-004127,Footwear,87.61,47.59,98.12,12.0,400,330.3,16008.0,16689.51,-1.69,4.257308845577201
SKU-004126,Footwear,161.18,77.91,180.52,12.0,93,77.2,7744.11,7919.36,-1.646,2.263010210340499
SKU-004125,Footwear,128.79,81.24,144.24,12.0,463,385.7,22015.65,24299.61,-1.612,10.37425649481165
SKU-004132,Footwear,134.82,69.8,151.0,12.0,266,224.2,17295.32,18204.95,-1.508,5.259399652622787
SKU-004103,Footwear,36.92,25.94,41.35,12.0,814,680.6,8937.72,10488.06,-1.58,17.346034559149317
SKU-004102,Footwear,176.66,112.67,197.86,12.0,418,347.8,26747.82,29630.43,-1.622,10.776990423892485
SKU-004101,Footwear,155.24,95.2,173.87,12.0,517,430.1,31040.68,33836.85,-1.623,9.008082297166165
SKU-004079,Footwear,165.84,94.43,185.74,12.0,519,428.6,37061.79,39134.77,-1.689,5.593307824581584
SKU-004078,Footwear,24.09,11.56,23.56,-2.2,203,212.0,2543.59,2544.73,-1.963,0.044818543869085126
SKU-004077,Footwear,84.65,41.99,94.81,12.0,531,436.9,22652.46,23076.05,-1.721,1.8699514313235799
SKU-004076,Footwear,82.67,55.49,92.59,12.0,266,221.9,7229.88,8231.11,-1.601,13.848500943307496
SKU-004075,Footwear,108.92,67.51,121.99,12.0,1043,838.8,43190.63,45700.35,-1.922,5.810797388229805
SKU-004074,Footwear,15.03,8.8,16.83,12.0,725,584.2,4516.75,4693.17,-1.905,3.905905795096043
SKU-004073,Footwear,159.73,89.28,178.9,12.0,391,324.8,27545.95,29111.66,-1.636,5.683993472724658
SKU-004080,Footwear,124.01,75.69,138.89,12.0,136,110.5,6571.52,6984.25,-1.832,6.280586530969989
SKU-004072,Footwear,104.67,71.2,117.23,12.0,661,532.6,22123.67,24515.89,-1.906,10.812943783739314
SKU-004070,Footwear,87.56,48.79,98.07,12.0,156,128.6,6048.12,6335.64,-1.706,4.753873931072805
SKU-004069,Footwear,36.66,25.33,41.06,12.0,169,137.5,1914.77,2162.96,-1.819,12.961870094058291
SKU-004068,Footwear,61.76,35.97,69.17,12.0,444,368.6,11450.76,12236.52,-1.643,6.8620772769667715
SKU-004067,Footwear,160.05,92.52,179.26,12.0,581,478.0,39234.93,41460.09,-1.722,5.67137497123098
SKU-004066,Footwear,42.35,24.88,47.43,12.0,673,562.9,11757.31,12694.08,-1.577,7.967553802698069
SKU-004065,Footwear,34.54,21.53,38.68,12.0,473,394.6,6153.73,6769.12,-1.599,10.000276255214313
SKU-004064,Footwear,130.56,72.87,146.23,12.0,97,80.2,5595.93,5881.22,-1.681,5.0981695625213375
SKU-004071,Footwear,113.69,84.74,127.33,12.0,842,686.2,24375.9,29228.83,-1.805,19.908721319007718
SKU-004081,Footwear,86.21,53.51,96.56,12.0,669,536.7,21876.3,23102.2,-1.944,5.603781260999363
SKU-004082,Footwear,147.2,75.45,164.86,12.0,433,359.0,31067.75,32103.27,-1.653,3.3331026546821185
SKU-004083,Footwear,111.85,72.26,125.27,12.0,1039,858.8,41134.01,45527.96,-1.681,10.682036592104671
SKU-004100,Footwear,194.7,108.24,218.06,12.0,829,676.8,71675.34,74333.39,-1.789,3.708458167062756
SKU-004099,Footwear,104.23,51.7,115.11,10.44,398,332.4,20906.94,21074.59,-1.815,0.8018868375764265
SKU-004098,Footwear,134.82,70.0,151.0,12.0,963,806.1,62421.66,65293.25,-1.569,4.6003102128331586
SKU-004097,Footwear,137.03,84.08,153.47,12.0,522,430.0,27639.9,29841.65,-1.71,7.96583923964993
SKU-004096,Footwear,168.28,80.89,188.47,12.0,263,217.6,22983.57,23405.16,-1.674,1.8343103356005974
SKU-004095,Footwear,97.87,61.09,109.61,12.0,266,224.6,9783.48,10896.64,-1.494,11.377955492319703
SKU-004094,Footwear,29.8,18.34,33.38,12.0,490,402.7,5615.4,6054.48,-1.732,7.8192114542152025
SKU-004093,Footwear,28.37,15.79,31.77,12.0,789,651.0,9925.62,10405.28,-1.697,4.832544465736133
SKU-004092,Footwear,48.36,33.04,54.16,12.0,437,359.7,6694.84,7598.79,-1.717,13.502189746132842
SKU-004091,Footwear,180.62,103.88,202.29,12.0,123,101.7,9439.02,10004.99,-1.681,5.996067388351745
SKU-004090,Footwear,86.47,57.56,96.85,12.0,906,720.1,26192.46,28289.35,-2.027,8.005700877275368
SKU-004089,Footwear,13.99,9.56,15.67,12.0,277,224.2,1227.11,1369.48,-1.867,11.6020568653177
SKU-004088,Footwear,78.41,45.43,87.82,12.0,703,588.1,23184.94,24927.98,-1.575,7.517983656632277
SKU-004087,Footwear,88.98,59.84,99.66,12.0,346,282.9,10082.44,11264.05,-1.777,11.719484569211414
SKU-004086,Footwear,127.1,83.98,142.35,12.0,882,730.2,38031.84,42624.64,-1.666,12.076197207392546
SKU-004085,Footwear,178.06,106.42,199.43,12.0,824,671.0,59031.36,62405.66,-1.813,5.7161142823068944
SKU-004084,Footwear,148.83,93.35,166.69,12.0,757,618.7,41998.36,45376.2,-1.78,8.042790242285648
SKU-004141,Footwear,82.38,39.81,92.27,12.0,564,470.7,24009.48,24689.11,-1.596,2.830673550614171
SKU-004063,Footwear,124.11,78.12,139.0,12.0,771,631.3,35458.29,38438.47,-1.763,8.404748226719327
SKU-004142,Footwear,45.69,32.45,51.17,12.0,1701,1358.8,22521.24,25441.12,-1.982,12.965005479271996
SKU-004144,Footwear,127.6,79.6,142.91,12.0,142,116.0,6816.0,7342.9,-1.786,7.730340375586842
SKU-004201,Footwear,22.65,15.51,25.37,12.0,250,206.8,1785.0,2039.01,-1.672,14.230252100840346
SKU-004200,Footwear,162.36,97.29,181.84,12.0,229,187.1,14901.03,15815.83,-1.785,6.139172929656533
SKU-004199,Footwear,115.5,67.59,129.36,12.0,761,606.7,36459.51,37474.22,-2.0,2.7831147483879937
SKU-004198,Footwear,11.51,7.36,12.89,12.0,218,179.9,904.7,995.18,-1.694,10.001105338786331
SKU-004197,Footwear,17.51,12.97,19.61,12.0,1187,971.7,5388.98,6453.43,-1.766,19.752346455173342
SKU-004196,Footwear,16.92,9.55,18.95,12.0,511,427.2,3766.07,4015.94,-1.58,6.634767808351949
SKU-004195,Footwear,60.25,38.1,67.48,12.0,356,297.7,7885.4,8745.34,-1.579,10.90547087021585
SKU-004202,Footwear,75.2,41.35,84.22,12.0,547,442.6,18515.95,18974.6,-1.869,2.477053567329768
SKU-004194,Footwear,35.99,27.11,40.31,12.0,1005,837.8,8924.4,11057.4,-1.606,23.900766438079877
SKU-004192,Footwear,42.28,26.15,47.35,12.0,175,146.2,2822.75,3099.8,-1.587,9.814896820476493
SKU-004191,Footwear,137.96,79.03,154.52,12.0,548,446.2,32293.64,33682.04,-1.813,4.299298561574361
SKU-004190,Footwear,39.66,24.87,44.42,12.0,1484,1230.9,21948.36,24063.25,-1.65,9.635754106457162
SKU-004189,Footwear,69.51,38.75,77.85,12.0,154,128.8,4737.04,5034.35,-1.58,6.276282235319952
SKU-004188,Footwear,85.19,52.55,95.41,12.0,482,390.0,15732.48,16715.69,-1.869,6.249555060613443
SKU-004187,Footwear,48.6,26.33,54.43,12.0,529,436.5,11780.83,12266.04,-1.696,4.1186401976770926
SKU-004186,Footwear,123.07,98.1,137.84,12.0,177,146.8,4419.69,5833.7,-1.651,31.99342035301118
SKU-004193,Footwear,135.11,71.01,151.32,12.0,169,139.5,10832.9,11202.7,-1.694,3.413675008538819
SKU-004185,Footwear,63.9,33.14,71.57,12.0,286,237.1,8797.36,9112.63,-1.653,3.5836887429865127
SKU-004203,Footwear,36.44,24.4,40.81,12.0,1088,908.8,13099.52,14916.15,-1.588,13.867912717412544
SKU-004205,Footwear,184.17,91.21,206.27,12.0,460,385.2,42761.6,44322.56,-1.566,3.650377909152125
SKU-004221,Footwear,152.23,102.82,170.5,12.0,193,165.8,9536.13,11222.9,-1.339,17.688202656633244
SKU-004220,Footwear,44.9,28.74,50.29,12.0,761,621.2,12297.76,13386.25,-1.791,8.851124107154472
SKU-004219,Footwear,48.48,27.43,54.3,12.0,376,314.9,7914.8,8461.01,-1.564,6.90112194875423
SKU-004218,Footwear,145.31,103.42,162.75,12.0,1162,925.1,48676.18,54886.12,-2.011,12.757656825165832
SKU-004217,Footwear,26.36,15.28,29.52,12.0,744,605.9,8243.52,8629.67,-1.812,4.684285353829432
SKU-004216,Footwear,135.26,85.95,151.49,12.0,567,465.3,27958.77,30498.72,-1.744,9.084627113424526
SKU-004215,Footwear,182.37,94.73,204.25,12.0,92,75.6,8062.88,8280.48,-1.732,2.6987875300140907
SKU-004204,Footwear,137.01,85.68,153.45,12.0,866,716.4,44451.78,48554.61,-1.673,9.229844114228957
SKU-004214,Footwear,86.07,53.96,96.4,12.0,556,453.4,17853.16,19241.55,-1.8,7.776718519298531
SKU-004212,Footwear,130.4,75.83,146.05,12.0,814,663.2,44419.98,46572.06,-1.807,4.844846845946349
SKU-004211,Footwear,29.08,17.32,32.57,12.0,747,625.8,8784.72,9542.75,-1.563,8.628960285586796
SKU-004210,Footwear,82.29,52.85,92.16,12.0,854,706.7,25141.76,27781.93,-1.671,10.501134367681498
SKU-004209,Footwear,19.85,12.88,22.23,12.0,628,510.1,4377.16,4770.58,-1.835,8.988019629165954
SKU-004208,Footwear,101.44,54.78,113.61,12.0,723,585.0,33735.18,34419.15,-1.868,2.0274680615310237
SKU-004207,Footwear,16.43,9.01,18.4,12.0,362,300.2,2686.04,2819.5,-1.651,4.968652737859447
SKU-004206,Footwear,211.68,97.83,210.09,-0.75,440,446.3,50094.0,50096.15,-1.871,0.004291931169397856
SKU-004213,Footwear,154.79,88.89,173.36,12.0,101,84.2,6655.9,7114.28,-1.603,6.886822217881883
SKU-004184,Footwear,26.79,14.61,30.0,12.0,760,638.6,9256.8,9830.6,-1.536,6.1986863711001705
SKU-004183,Footwear,19.57,10.5,21.92,12.0,214,172.8,1940.98,1973.33,-1.886,1.6666838401219852
SKU-004182,Footwear,158.9,107.39,177.97,12.0,1059,878.2,54549.09,61979.22,-1.652,13.620997160539261
SKU-004160,Footwear,127.28,78.28,142.55,12.0,892,744.4,43708.0,47845.03,-1.596,9.465155120344093
SKU-004159,Footwear,161.56,100.43,180.95,12.0,87,70.4,5318.31,5670.22,-1.865,6.616951625610379
SKU-004158,Footwear,140.39,96.96,157.24,12.0,963,798.0,41823.09,48101.16,-1.658,15.011014250740452
SKU-004157,Footwear,68.79,41.72,77.04,12.0,318,261.5,8608.26,9238.47,-1.725,7.320991698670798
SKU-004156,Footwear,80.93,43.96,90.64,12.0,531,433.3,19631.07,20227.72,-1.794,3.0393147189633707
SKU-004155,Footwear,42.02,24.55,47.06,12.0,90,74.3,1572.3,1673.13,-1.689,6.412898301850811
SKU-004154,Footwear,17.5,10.27,19.6,12.0,866,721.3,6261.18,6729.67,-1.613,7.482455383809428
SKU-004161,Footwear,126.93,87.29,142.16,12.0,1200,965.0,47568.0,52952.97,-1.923,11.320572653884975
SKU-004153,Footwear,45.64,30.23,51.12,12.0,114,94.3,1756.74,1970.53,-1.67,12.169700695606632
SKU-004151,Footwear,46.17,33.6,51.71,12.0,585,477.8,7353.45,8652.66,-1.787,17.66803337209064
SKU-004150,Footwear,14.49,10.41,16.23,12.0,443,367.7,1807.44,2139.83,-1.643,18.390098703138126
SKU-004149,Footwear,51.43,31.76,57.6,12.0,482,406.0,9480.94,10491.41,-1.514,10.657909447797365
SKU-004148,Footwear,67.78,39.78,75.91,12.0,650,542.4,18200.0,19599.83,-1.596,7.691373626373643
SKU-004147,Footwear,104.96,63.96,117.56,12.0,348,290.6,14268.0,15575.76,-1.59,9.16568544995795
SKU-004146,Footwear,123.53,66.47,138.35,12.0,121,101.4,6904.26,7285.54,-1.564,5.5223876273489125
SKU-004145,Footwear,148.61,93.4,166.44,12.0,313,261.1,17280.73,19069.13,-1.601,10.34909983548149
SKU-004152,Footwear,15.49,8.38,17.35,12.0,208,171.7,1478.88,1540.15,-1.691,4.143000108189976
SKU-004162,Footwear,117.33,91.04,131.41,12.0,905,745.3,23792.45,30086.47,-1.713,26.45385405874552
SKU-004163,Footwear,98.67,55.57,110.51,12.0,1034,854.2,44565.4,46929.91,-1.686,5.3057080156354575
SKU-004164,Footwear,136.94,87.65,153.37,12.0,403,331.7,19863.87,21800.99,-1.718,9.751976830295428
SKU-004181,Footwear,167.56,107.56,187.67,12.0,1150,931.2,69000.0,74596.63,-1.862,8.111057971014501
SKU-004180,Footwear,154.54,104.17,173.08,12.0,834,679.2,42008.58,46805.72,-1.812,11.41942907853586
SKU-004179,Footwear,16.02,9.6,17.94,12.0,71,57.6,455.82,480.2,-1.852,5.348602518538015
SKU-004178,Footwear,28.28,16.99,31.67,12.0,440,367.2,4967.6,5391.62,-1.596,8.535711409936386
SKU-004177,Footwear,24.68,14.75,27.64,12.0,790,650.7,7844.7,8388.83,-1.711,6.936275447117168
SKU-004176,Footwear,88.32,45.48,97.17,10.02,440,367.7,18849.6,19006.76,-1.88,0.8337577455224565
SKU-004175,Footwear,94.77,61.45,106.14,12.0,308,255.5,10262.56,11419.62,-1.648,11.274574764970936
SKU-004174,Footwear,110.88,68.2,124.19,12.0,346,284.4,14767.28,15919.61,-1.731,7.803265056259523
SKU-004173,Footwear,79.35,51.45,88.87,12.0,258,210.2,7198.2,7865.67,-1.809,9.272734850379273
SKU-004172,Footwear,65.45,38.87,73.3,12.0,815,674.8,21662.7,23234.73,-1.666,7.256851638992368
SKU-004171,Footwear,148.25,83.33,166.04,12.0,480,396.9,31161.6,32831.28,-1.676,5.35813308687616
SKU-004170,Footwear,23.08,13.22,25.85,12.0,598,495.8,5896.28,6261.96,-1.653,6.2018764373469315
SKU-004169,Footwear,124.07,72.43,138.96,12.0,333,272.2,17196.12,18111.94,-1.778,5.3257362707401334
SKU-004168,Footwear,78.2,42.06,87.58,12.0,1199,973.5,43331.86,44318.89,-1.838,2.277838984987035
SKU-004167,Footwear,138.25,88.49,154.84,12.0,170,142.1,8459.2,9429.53,-1.581,11.470706449782476
SKU-004166,Footwear,104.66,69.83,117.22,12.0,97,79.5,3378.51,3766.65,-1.757,11.488496408179927
SKU-004165,Footwear,123.39,69.58,138.2,12.0,665,554.2,35783.65,38030.09,-1.608,6.277839180743139
SKU-004143,Footwear,20.7,15.96,23.18,12.0,488,400.2,2313.12,2891.39,-1.749,24.99956768347513
SKU-004062,Footwear,122.79,95.72,137.52,12.0,633,516.5,17135.31,21591.3,-1.795,26.00472357955588
SKU-004061,Footwear,172.58,102.29,193.29,12.0,241,202.8,16939.89,18455.87,-1.522,8.949172633352397
SKU-004060,Footwear,154.92,89.41,173.51,12.0,510,414.8,33410.1,34885.1,-1.823,4.4148326404291005
SKU-003957,Footwear,77.88,47.2,87.23,12.0,603,492.0,18500.04,19692.49,-1.795,6.445661739109765
SKU-003956,Footwear,12.73,7.89,14.26,12.0,565,464.3,2734.6,2956.54,-1.732,8.115995026694955
SKU-003955,Footwear,67.92,46.74,76.07,12.0,191,154.4,4045.38,4528.84,-1.877,11.950916848355408
SKU-003954,Footwear,188.6,101.22,211.23,12.0,495,412.3,43253.1,45361.22,-1.612,4.873916551646018
SKU-003953,Footwear,107.82,77.12,120.76,12.0,551,448.6,16915.7,19577.27,-1.814,15.73431782308743
SKU-003952,Footwear,56.0,45.42,62.72,12.0,862,708.9,9119.96,12264.28,-1.725,34.47734419887809
SKU-003951,Footwear,118.1,70.77,132.27,12.0,185,152.5,8756.05,9381.13,-1.703,7.138835433785773
SKU-003958,Footwear,74.57,44.38,83.52,12.0,238,199.1,7185.22,7793.42,-1.574,8.4645981612254
SKU-003950,Footwear,70.64,40.46,79.12,12.0,69,56.4,2082.42,2180.61,-1.778,4.71518713804131
SKU-003948,Footwear,50.2,28.41,56.22,12.0,619,510.8,13488.01,14206.84,-1.696,5.32939996337487
SKU-003947,Footwear,46.05,29.78,51.58,12.0,513,422.5,8346.51,9208.92,-1.712,10.332582121150026
SKU-003946,Footwear,20.34,12.58,22.78,12.0,874,727.8,6782.24,7424.42,-1.615,9.468553162377047
SKU-003945,Footwear,61.63,41.15,69.03,12.0,584,479.8,11960.32,13374.11,-1.735,11.820670349957197
SKU-003944,Footwear,149.95,75.43,167.94,12.0,367,301.4,27348.84,27881.18,-1.738,1.9464810938964794
SKU-003943,Footwear,88.4,54.02,99.01,12.0,836,686.0,28741.68,30862.67,-1.745,7.379492082578332
SKU-003942,Footwear,195.73,111.83,219.22,12.0,156,130.3,13088.4,13993.33,-1.588,6.913984902661907
SKU-003949,Footwear,119.09,68.49,133.38,12.0,932,769.7,47159.2,49943.5,-1.689,5.904044173777345
SKU-003941,Footwear,168.68,86.92,188.92,12.0,675,552.4,55188.0,56343.86,-1.769,2.0944045807059553
SKU-003959,Footwear,24.61,18.57,27.56,12.0,285,237.0,1721.4,2131.17,-1.628,23.804461484837923
SKU-003961,Footwear,204.06,101.91,228.55,12.0,592,497.1,60472.8,62946.49,-1.542,4.090582873622517
SKU-003977,Footwear,122.71,63.65,137.44,12.0,529,433.6,31242.74,31989.58,-1.756,2.3904433477985654
SKU-003976,Footwear,129.02,79.79,144.5,12.0,559,453.9,27519.57,29370.78,-1.838,6.726885630843782
SKU-003975,Footwear,117.61,68.26,131.72,12.0,606,492.7,29906.1,31269.0,-1.826,4.55726423706202
SKU-003974,Footwear,93.22,50.29,104.41,12.0,275,230.8,11805.75,12489.39,-1.547,5.790737564322468
SKU-003973,Footwear,80.44,40.96,90.09,12.0,407,334.6,16068.36,16437.58,-1.73,2.297807616956571
SKU-003972,Footwear,27.47,17.52,30.77,12.0,283,236.2,2815.85,3128.19,-1.597,11.092210167444993
SKU-003971,Footwear,146.52,85.58,164.1,12.0,198,162.4,12066.12,12754.6,-1.747,5.705893858174793
SKU-003960,Footwear,35.37,21.49,39.61,12.0,371,304.6,5149.48,5520.68,-1.74,7.208494838313784
SKU-003970,Footwear,56.8,36.6,63.62,12.0,254,205.8,5130.8,5561.15,-1.855,8.387580884072655
SKU-003968,Footwear,27.61,19.77,30.92,12.0,664,534.4,5205.76,5959.83,-1.917,14.485300897467424
SKU-003967,Footwear,83.83,47.08,93.89,12.0,90,76.0,3307.5,3556.28,-1.495,7.521693121693129
SKU-003966,Footwear,93.58,60.81,104.81,12.0,576,461.8,18875.52,20320.91,-1.949,7.657484403078696
SKU-003965,Footwear,152.48,104.91,170.78,12.0,1132,949.8,53849.24,62558.28,-1.549,16.173004484371557
SKU-003964,Footwear,106.4,63.06,119.17,12.0,497,402.6,21539.98,22586.92,-1.86,4.860450195404065
SKU-003963,Footwear,54.94,33.41,61.53,12.0,594,488.3,12788.82,13732.01,-1.729,7.375113575763836
SKU-003962,Footwear,71.89,47.37,80.52,12.0,554,452.1,13584.08,14984.07,-1.794,10.306108326806074
SKU-003969,Footwear,72.24,43.34,80.91,12.0,870,706.1,25143.0,26529.08,-1.841,5.512786859165586
SKU-003940,Footwear,51.46,31.33,57.64,12.0,346,284.4,6964.98,7479.95,-1.731,7.393703930233841
SKU-003939,Footwear,116.25,58.65,130.2,12.0,309,252.5,17798.4,18065.17,-1.782,1.4988425925925641
SKU-003938,Footwear,119.09,91.78,133.38,12.0,1008,843.9,27528.48,35108.57,-1.567,27.53544692623784
SKU-003916,Footwear,16.08,10.69,18.01,12.0,407,344.7,2193.73,2522.86,-1.467,15.003213704512408
SKU-003915,Footwear,110.39,75.93,123.64,12.0,145,120.7,4996.7,5760.5,-1.615,15.286088818620303
SKU-003914,Footwear,35.66,26.56,39.94,12.0,837,686.4,7616.7,9184.14,-1.75,20.578990901571537
SKU-003913,Footwear,136.01,82.4,152.33,12.0,387,311.6,20747.07,21793.61,-1.911,5.044278541500091
SKU-003912,Footwear,126.84,60.02,139.47,9.95,155,131.2,10357.1,10424.47,-1.756,0.6504716571240854
SKU-003911,Footwear,130.55,95.33,146.22,12.0,556,451.2,19582.32,22957.64,-1.844,17.236568496480498
SKU-003910,Footwear,38.31,25.37,42.91,12.0,539,444.5,6974.66,7796.08,-1.7,11.777204910346883
SKU-003917,Footwear,106.15,72.0,118.89,12.0,330,274.8,11269.5,12882.49,-1.617,14.31287989706731
SKU-003909,Footwear,29.6,17.4,33.15,12.0,684,565.1,8344.8,8901.39,-1.685,6.66990221455277
SKU-003907,Footwear,32.39,20.21,36.28,12.0,327,266.6,3982.86,4283.91,-1.801,7.558638767117087
SKU-003906,Footwear,37.08,22.32,41.53,12.0,738,605.3,10892.88,11628.42,-1.748,6.752484191508601
SKU-003905,Footwear,49.24,28.27,55.15,12.0,733,596.8,15371.01,16040.12,-1.815,4.353064632707948
SKU-003904,Footwear,95.05,60.58,106.46,12.0,831,677.3,28644.57,31071.55,-1.805,8.472740208702723
SKU-003903,Footwear,122.76,60.31,127.97,4.24,367,339.3,22919.15,22953.45,-1.892,0.14965650994909208
SKU-003902,Footwear,66.49,39.51,74.47,12.0,187,155.0,5045.26,5418.22,-1.657,7.392285035855428
SKU-003901,Footwear,73.75,40.11,82.6,12.0,493,397.6,16584.52,16894.66,-1.897,1.870057137619896
SKU-003908,Footwear,24.97,12.4,27.97,12.0,806,674.7,10131.42,10502.19,-1.569,3.659605464979254
SKU-003918,Footwear,139.59,74.59,156.34,12.0,654,526.8,42510.0,43066.85,-1.908,1.3099270759821202
SKU-003919,Footwear,107.8,56.5,120.74,12.0,463,379.9,23751.9,24404.99,-1.745,2.7496326609660615
SKU-003920,Footwear,88.03,59.25,98.59,12.0,517,420.6,14879.26,16548.77,-1.82,11.220383271748723
SKU-003937,Footwear,62.96,38.03,70.52,12.0,775,647.4,19320.75,21029.77,-1.588,8.845515831424766
SKU-003936,Footwear,81.95,42.85,91.78,12.0,241,202.0,9423.1,9887.09,-1.556,4.923963451518065
SKU-003935,Footwear,66.03,38.01,73.95,12.0,629,519.1,17624.58,18659.83,-1.694,5.873898839007796
SKU-003934,Footwear,114.09,69.57,127.78,12.0,616,492.7,27424.32,28680.66,-1.971,4.5811163230300656
SKU-003933,Footwear,163.47,92.79,183.09,12.0,481,395.5,33997.08,35709.59,-1.728,5.037226726530619
SKU-003932,Footwear,44.93,24.27,50.32,12.0,690,573.9,14255.4,14950.25,-1.626,4.874293250277084
SKU-003931,Footwear,101.48,60.17,113.66,12.0,230,192.5,9501.3,10297.57,-1.569,8.380642648900682
SKU-003930,Footwear,164.69,90.26,184.45,12.0,822,666.2,61181.46,62755.0,-1.854,2.571922932208559
SKU-003929,Footwear,113.64,78.06,127.28,12.0,279,233.7,9926.82,11503.49,-1.562,15.882931291188918
SKU-003928,Footwear,54.56,29.27,61.11,12.0,171,141.5,4324.59,4503.9,-1.673,4.146289012368798
SKU-003927,Footwear,119.41,73.12,133.74,12.0,178,146.2,8239.62,8861.97,-1.737,7.553139586534319
SKU-003926,Footwear,64.25,40.88,71.96,12.0,1100,902.3,25707.0,28044.45,-1.748,9.092659586882945
SKU-003925,Footwear,27.69,17.52,31.01,12.0,365,299.6,3712.05,4042.05,-1.743,8.889966460581089
SKU-003924,Footwear,138.74,86.76,155.39,12.0,983,803.7,51096.34,55155.57,-1.777,7.944267632476221
SKU-003923,Footwear,152.92,77.71,171.27,12.0,798,671.4,60017.58,62816.88,-1.524,4.664133408911186
SKU-003922,Footwear,118.24,78.86,132.43,12.0,430,354.7,16933.4,19002.92,-1.698,12.221526686902795
SKU-003921,Footwear,157.35,89.7,176.23,12.0,496,393.9,33554.4,34086.84,-2.033,1.5867963664973672
SKU-003978,Footwear,148.55,80.3,166.38,12.0,115,94.1,7848.75,8095.65,-1.774,3.1457238413760136
SKU-003979,Footwear,170.7,101.26,191.18,12.0,682,570.0,47358.08,51253.08,-1.584,8.224573293511895
SKU-003980,Footwear,126.88,72.23,142.11,12.0,313,256.8,17105.45,17941.04,-1.748,4.8849343337942
SKU-003981,Footwear,31.16,19.29,34.9,12.0,441,363.7,5234.67,5676.69,-1.701,8.444085300506043
SKU-004038,Footwear,97.76,56.07,109.49,12.0,294,247.8,12256.86,13235.64,-1.51,7.985568897743778
SKU-004037,Footwear,30.66,19.62,34.34,12.0,277,224.7,3058.08,3308.06,-1.845,8.174410087375094
SKU-004036,Footwear,23.23,12.41,26.02,12.0,487,403.9,5269.34,5496.69,-1.65,4.3145820918748745
SKU-004035,Footwear,174.46,96.08,195.4,12.0,128,103.6,10032.64,10290.83,-1.865,2.5735000956876863
SKU-004034,Footwear,38.03,21.23,42.59,12.0,468,393.3,7862.4,8401.29,-1.535,6.854014041514067
SKU-004033,Footwear,162.16,95.56,181.62,12.0,736,609.7,49017.6,52474.06,-1.661,7.051467228097663
SKU-004032,Footwear,82.26,47.05,92.13,12.0,139,115.7,4894.19,5214.55,-1.621,6.545720538025712
